TYPE = NURBS

GLOBAL_S = [0.000000000  0.000000000  0.000000000  0.250000000  0.250000000 0.500000000  0.50000000 0.750000000  0.750000000  1.000000000  1.000000000 1.000000000]
GLOBAL_T = [0.000000000  0.000000000  1.000000000  1.000000000]
GLOBAL_U = [0.000000000 0.000000000 0.000000000 0.166666667 0.333333333 0.5 0.666666667 0.833333333 1.0 1.0 1.0]

DEGREE_S = 2
DEGREE_T = 1
DEGREE_U = 2

NUM_CP = 144
0.532181826464E+02 -0.298750473964E+02 -0.411949174306E+01  0.100000000000E+01
0.537162435926E+02 -0.294180314699E+02 -0.519833583759E+01  0.707106781187E+00
0.531362478345E+02 -0.284621247651E+02 -0.579292037128E+01  0.100000000000E+01
0.523545148432E+02 -0.284838993487E+02 -0.645316854994E+01  0.707107229708E+00
0.515715897757E+02 -0.284715085030E+02 -0.579403058093E+01  0.100000000000E+01
0.508956434542E+02 -0.284552749722E+02 -0.501121992542E+01  0.707106404722E+00
0.515754043776E+02 -0.284310316306E+02 -0.423206215810E+01  0.100000000000E+01
0.520477106802E+02 -0.294765075968E+02 -0.341571079678E+01  0.707106902157E+00
0.532181826464E+02 -0.298750473964E+02 -0.411949174306E+01  0.100000000000E+01
0.523547290000E+02 -0.284465560000E+02 -0.501139400000E+01  0.100000000000E+01
0.523547290000E+02 -0.284465560000E+02 -0.501139400000E+01  0.707106781187E+00
0.523547290000E+02 -0.284465560000E+02 -0.501139400000E+01  0.100000000000E+01
0.523547290000E+02 -0.284465560000E+02 -0.501139400000E+01  0.707107229708E+00
0.523547290000E+02 -0.284465560000E+02 -0.501139400000E+01  0.100000000000E+01
0.523547290000E+02 -0.284465560000E+02 -0.501139400000E+01  0.707106404722E+00
0.523547290000E+02 -0.284465560000E+02 -0.501139400000E+01  0.100000000000E+01
0.523547290000E+02 -0.284465560000E+02 -0.501139400000E+01  0.707106902157E+00
0.523547290000E+02 -0.284465560000E+02 -0.501139400000E+01  0.100000000000E+01
0.531374478496E+02 -0.321063347162E+02 -0.368448022822E+01  0.100000000000E+01
0.537585895949E+02 -0.322442187784E+02 -0.459926819500E+01  0.707106781185E+00
0.531212397073E+02 -0.318377447431E+02 -0.541210885947E+01  0.100000000000E+01
0.523428312020E+02 -0.320147290419E+02 -0.604219741106E+01  0.707106856130E+00
0.515631145385E+02 -0.318177629715E+02 -0.541954346005E+01  0.100000000000E+01
0.508897892884E+02 -0.315851077518E+02 -0.467224054335E+01  0.707107113332E+00
0.515543669971E+02 -0.313677146864E+02 -0.391221207095E+01  0.100000000000E+01
0.522064596248E+02 -0.317912279165E+02 -0.303008499465E+01  0.707106636992E+00
0.531374478496E+02 -0.321063347162E+02 -0.368448022822E+01  0.100000000000E+01
0.523451934755E+02 -0.316049458099E+02 -0.466923398226E+01  0.100000000000E+01
